,simulation_name,timestep,TTL_max,acceptable_count,acceptance_ratio,acceptance_ratio_ilp,active_vSDN_count,chs_avg,chs_avg_b,chs_avg_p,chs_max_b,chs_max_p,diameter,h_count,hp_changed,hp_runtime,latency_factor,max_length,max_vSDN_size,mean_switch_hpair_count,request_processing_time,shortest_k,simulation_id,vSDN_count,vSDN_count_ilp,vSDN_coverage,vSDN_generator_seed,vSDN_max_size_ilp,vSDN_size,acceptable_count_cum,vSDN_count_cum,acceptance_ratio_cum
50,L45_mrs14_rpt6_ttl6,1,6.0,0.8,0.13333333333333292,0.13333333333333292,0.8,0.0,366.1,222.1,482.9,445.1,1586.0,7.0,3.1,1.723,0.45,713.0,14.0,42.24,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.316666666666666,0.8,6.0,0.13333333333333333
51,L45_mrs14_rpt6_ttl6,2,6.0,0.3,0.04999999999999981,0.04999999999999981,0.9,0.0,364.3,217.9,481.7,424.7,1586.0,7.0,1.6,1.571,0.45,713.0,14.0,34.480000000000004,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.666666666666666,1.1,12.0,0.09166666666666667
52,L45_mrs14_rpt6_ttl6,3,6.0,0.2,0.033333333333333305,0.033333333333333305,1.0,0.0,365.1,222.7,481.0,424.7,1586.0,7.0,1.4,1.3379999999999999,0.45,713.0,14.0,32.596000000000004,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,12.066666666666666,1.3,18.0,0.07222222222222223
53,L45_mrs14_rpt6_ttl6,4,6.0,0.6,0.09999999999999971,0.09999999999999971,1.5,0.0,469.8,284.3,624.8,554.1,1586.0,7.0,1.5,1.541,0.45,713.0,14.0,32.132000000000005,0.0,16.0,4.5,6.0,6.0,0.0,123.0,12.8,11.666666666666668,1.9,24.0,0.07916666666666666
54,L45_mrs14_rpt6_ttl6,5,6.0,0.3,0.04999999999999981,0.04999999999999981,1.5,0.0,370.0,230.4,495.6,446.5,1586.0,7.0,1.0,1.236,0.45,713.0,14.0,29.512,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,12.0,2.2,30.0,0.07333333333333333
55,L45_mrs14_rpt6_ttl6,6,6.0,0.5,0.0833333333333331,0.0833333333333331,1.2,0.0,483.4,298.2,634.9,572.2,1586.0,7.0,1.5,1.2899999999999998,0.45,713.0,14.0,34.232,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.4,2.7,36.0,0.07500000000000001
56,L45_mrs14_rpt6_ttl6,7,6.0,0.2,0.0333333333333332,0.0333333333333332,0.9,0.0,427.3,263.9,563.0,495.9,1586.0,7.0,0.7,1.6740000000000002,0.45,713.0,14.0,34.084,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.85,2.9,42.0,0.06904761904761905
57,L45_mrs14_rpt6_ttl6,8,6.0,0.4,0.0666666666666664,0.0666666666666664,0.7,0.0,321.0,184.4,421.7,387.9,1586.0,7.0,2.1,1.5990000000000002,0.45,713.0,14.0,37.672000000000004,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.516666666666667,3.3,48.0,0.06875
58,L45_mrs14_rpt6_ttl6,9,6.0,0.5,0.0833333333333331,0.0833333333333331,0.9,0.0,320.1,205.7,424.0,396.5,1586.0,7.0,1.2,1.5050000000000001,0.45,713.0,14.0,37.84400000000001,0.0,16.0,4.5,6.0,6.0,0.0,123.0,12.9,11.500000000000002,3.8,54.0,0.07037037037037037
59,L45_mrs14_rpt6_ttl6,10,6.0,0.5,0.08333333333333301,0.08333333333333304,1.0,0.0,484.2,333.6,637.7,599.2,1586.0,7.0,1.7,1.6650000000000003,0.45,713.0,14.0,35.004000000000005,0.0,16.0,4.5,6.0,6.0,0.0,123.0,12.8,11.433333333333334,4.3,60.0,0.07166666666666667
60,L45_mrs14_rpt6_ttl6,11,6.0,0.6,0.09999999999999971,0.09999999999999971,1.3,0.0,491.4,332.9,635.2,600.4,1586.0,7.0,1.1,1.351,0.45,713.0,14.0,32.22,0.0,16.0,4.5,6.0,6.0,0.0,123.0,13.0,11.45,4.9,66.0,0.07424242424242425
