simulation_name,timestep,TTL_max,acceptable_count,acceptance_ratio,acceptance_ratio_ilp,active_vSDN_count,chs_avg,chs_avg_b,chs_avg_p,chs_max_b,chs_max_p,diameter,h_count,hp_changed,hp_runtime,latency_factor,max_length,max_vSDN_size,mean_switch_hpair_count,request_processing_time,shortest_k,simulation_id,vSDN_count,vSDN_count_ilp,vSDN_coverage,vSDN_generator_seed,vSDN_max_size_ilp,vSDN_size,acceptable_count_cum,vSDN_count_cum,acceptance_ratio_cum
L55_mrs14_rpt4_ttl4,1,4.0,1.3,0.325,0.32500000000000007,1.3,0.0,1549.4,1382.8,1829.5,1810.4,4759.0,4.0,1.6,3.5070000000000006,0.55,2617.0,14.0,101.15384615384617,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,11.875,1.3,4.0,0.325
L55_mrs14_rpt4_ttl4,2,4.0,1.5,0.375,0.375,2.3,0.0,2279.1,2010.4,2614.5,2586.2,4759.0,4.0,1.6,2.704,0.55,2617.0,14.0,81.57692307692308,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,11.675,2.8,8.0,0.35
L55_mrs14_rpt4_ttl4,3,4.0,1.6,0.4,0.4,3.2,0.0,2048.6,1819.5,2353.6,2332.5,4759.0,4.0,1.2,1.8809999999999998,0.55,2617.0,14.0,67.11153846153846,0.0,16.0,4.5,4.0,4.0,0.0,123.0,13.0,12.125,4.4,12.0,0.3666666666666666
L55_mrs14_rpt4_ttl4,4,4.0,1.6,0.4,0.4,3.3,0.0,2291.5,2027.3,2614.9,2597.9,4759.0,4.0,1.1,2.1000000000000005,0.55,2617.0,14.0,64.1076923076923,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,12.05,6.0,16.0,0.375
L55_mrs14_rpt4_ttl4,5,4.0,1.0,0.25,0.25,1.9,0.0,2062.5,1915.2,2353.0,2337.0,4759.0,4.0,1.8,3.289,0.55,2617.0,14.0,80.79615384615386,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.7,11.525,7.0,20.0,0.35
L55_mrs14_rpt4_ttl4,6,4.0,1.3,0.325,0.325,2.3,0.0,2093.7,1908.5,2353.1,2329.8,4759.0,4.0,2.5,3.442,0.55,2617.0,14.0,78.77307692307694,0.0,16.0,4.5,4.0,4.0,0.0,123.0,13.0,12.05,8.3,24.0,0.3458333333333333
L55_mrs14_rpt4_ttl4,7,4.0,1.4,0.35,0.3500000000000002,2.6,0.0,2268.6,2078.0,2615.4,2577.2,4759.0,4.0,1.8,2.565,0.55,2617.0,14.0,72.23076923076924,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,12.25,9.7,28.0,0.3464285714285714
L55_mrs14_rpt4_ttl4,8,4.0,1.8,0.45,0.4499999999999999,3.1,0.0,2267.0,2044.6,2615.3,2584.0,4759.0,4.0,1.4,2.4699999999999998,0.55,2617.0,14.0,72.00384615384617,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,11.9,11.5,32.0,0.359375
L55_mrs14_rpt4_ttl4,9,4.0,1.2,0.3,0.3,2.8,0.0,2275.3,2040.0,2615.1,2581.5,4759.0,4.0,1.0,2.15,0.55,2617.0,14.0,66.8923076923077,0.0,16.0,4.5,4.0,4.0,0.0,123.0,13.0,12.125,12.7,36.0,0.3527777777777777
L55_mrs14_rpt4_ttl4,10,4.0,1.2,0.3,0.3,2.7,0.0,2294.1,2085.5,2615.3,2594.2,4759.0,4.0,1.1,1.9309999999999998,0.55,2617.0,14.0,68.2653846153846,0.0,16.0,4.5,4.0,4.0,0.0,123.0,13.0,12.125,13.9,40.0,0.34750000000000003
L55_mrs14_rpt4_ttl4,11,4.0,1.5,0.375,0.3749999999999999,2.6,0.0,2061.2,1879.2,2353.3,2334.0,4759.0,4.0,1.4,3.5769999999999995,0.55,2617.0,14.0,74.16923076923078,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,11.875,15.4,44.0,0.35
L55_mrs14_rpt4_ttl4,12,4.0,1.6,0.4,0.4,3.1,0.0,2285.1,2078.1,2615.7,2594.6,4759.0,4.0,1.5,3.2269999999999994,0.55,2617.0,14.0,65.99615384615385,0.0,16.0,4.5,4.0,4.0,0.0,123.0,12.9,11.9,17.0,48.0,0.35416666666666663
L55_mrs14_rpt4_ttl4,13,4.0,1.2,0.3,0.3,3.2,0.0,2304.0,2067.7,2615.6,2594.5,4759.0,4.0,0.8,2.0809999999999995,0.55,2617.0,14.0,62.12307692307693,0.0,16.0,4.5,4.0,4.0,0.0,123.0,13.0,11.9,18.2,52.0,0.3499999999999999
