,simulation_name,timestep,TTL_max,acceptable_count,acceptance_ratio,acceptance_ratio_ilp,active_vSDN_count,chs_avg,chs_avg_b,chs_avg_p,chs_max_b,chs_max_p,diameter,h_count,hp_changed,hp_runtime,latency_factor,max_length,max_vSDN_size,mean_switch_hpair_count,request_processing_time,shortest_k,simulation_id,vSDN_count,vSDN_count_ilp,vSDN_coverage,vSDN_generator_seed,vSDN_max_size_ilp,vSDN_size,acceptable_count_cum,vSDN_count_cum,acceptance_ratio_cum
0,L40_mrs14_rpt8_ttl8,1,8.0,0.8,0.1,0.5010000000000001,0.8,0.0,846.0,646.6,1134.0,1095.4,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,41.5,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.6125,0.8,8.0,0.1
1,L40_mrs14_rpt8_ttl8,2,8.0,0.9,0.1125,0.5010000000000001,1.7,0.0,1317.3,996.3,1705.1,1658.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,31.130769230769225,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.875,1.7,16.0,0.10625
2,L40_mrs14_rpt8_ttl8,3,8.0,0.5,0.0625,0.5010000000000001,1.9,0.0,1191.3,899.9,1515.8,1476.9,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,27.592307692307692,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.7,2.2,24.0,0.09166666666666666
3,L40_mrs14_rpt8_ttl8,4,8.0,0.3,0.0375,0.5010000000000001,2.1,0.0,1045.4,790.6,1326.2,1293.6,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,26.815384615384612,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,12.0625,2.5,32.0,0.078125
4,L40_mrs14_rpt8_ttl8,5,8.0,0.3,0.0375,0.5010000000000001,1.8,0.0,1173.3,856.6,1515.7,1481.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,28.25,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.8375,2.8,40.0,0.06999999999999999
5,L40_mrs14_rpt8_ttl8,6,8.0,0.7,0.0875,0.5010000000000001,2.1,0.0,1437.5,1050.9,1894.3,1823.5,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,28.776923076923072,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.8,3.5,48.0,0.07291666666666667
6,L40_mrs14_rpt8_ttl8,7,8.0,0.1,0.0125,0.5010000000000001,1.5,0.0,1445.2,1020.0,1896.8,1817.0,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,28.257692307692302,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.8875,3.6,56.0,0.0642857142857143
7,L40_mrs14_rpt8_ttl8,8,8.0,0.6,0.075,0.5010000000000001,1.7,0.0,1489.9,1070.0,1898.9,1854.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,29.907692307692308,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.625,4.2,64.0,0.065625
8,L40_mrs14_rpt8_ttl8,9,8.0,0.5,0.0625,0.5010000000000001,1.9,0.0,1485.5,1061.2,1902.2,1854.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,27.44230769230769,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.9125,4.7,72.0,0.06527777777777778
9,L40_mrs14_rpt8_ttl8,10,8.0,0.4,0.05,0.5010000000000001,1.5,0.0,1168.9,861.1,1521.6,1484.1,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,30.365384615384613,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,12.075,5.1,80.0,0.06374999999999999
10,L40_mrs14_rpt8_ttl8,11,8.0,0.5,0.0625,0.5010000000000001,1.2,0.0,1190.3,856.5,1519.6,1469.3,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,34.119230769230775,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.875,5.6,88.0,0.06363636363636363
11,L40_mrs14_rpt8_ttl8,12,8.0,0.3,0.0375,0.5010000000000001,1.4,0.0,1205.7,875.3,1521.4,1477.6,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,31.026923076923076,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,12.15,5.9,96.0,0.06145833333333334
12,L40_mrs14_rpt8_ttl8,13,8.0,0.6,0.075,0.5010000000000001,1.5,0.0,1044.9,726.9,1331.2,1299.3,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,31.969230769230773,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,12.05,6.5,104.0,0.0625
13,L40_mrs14_rpt8_ttl8,14,8.0,0.4,0.05,0.5010000000000001,1.3,0.0,884.3,612.8,1141.0,1117.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,30.900000000000006,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.9125,6.9,112.0,0.061607142857142846
14,L40_mrs14_rpt8_ttl8,15,8.0,0.3,0.0375,0.5010000000000001,1.2,0.0,883.1,601.8,1132.8,1101.7,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,32.93076923076923,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.85,7.2,120.0,0.06
15,L40_mrs14_rpt8_ttl8,16,8.0,0.5,0.0625,0.5010000000000001,1.5,0.0,1182.3,833.8,1511.6,1452.0,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,30.592307692307692,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.625,7.7,128.0,0.06015625
16,L40_mrs14_rpt8_ttl8,17,8.0,0.4,0.05,0.5010000000000001,1.8,0.0,1307.5,912.2,1702.1,1631.3,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,28.365384615384613,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.6375,8.1,136.0,0.05955882352941176
17,L40_mrs14_rpt8_ttl8,18,8.0,0.4,0.05,0.5010000000000001,2.0,0.0,1333.5,947.3,1703.8,1641.4,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,26.446153846153845,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.9125,8.5,144.0,0.059027777777777776
18,L40_mrs14_rpt8_ttl8,19,8.0,0.7,0.0875,0.5010000000000001,2.1,0.0,1061.5,768.9,1328.4,1300.4,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,29.165384615384614,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.8125,9.2,152.0,0.06052631578947367
19,L40_mrs14_rpt8_ttl8,20,8.0,0.8,0.1,0.5010000000000001,2.7,0.0,1207.0,911.1,1518.8,1494.7,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,26.819230769230767,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.875,10.0,160.0,0.0625
20,L40_mrs14_rpt8_ttl8,21,8.0,0.3,0.0375,0.5010000000000001,1.9,0.0,1056.0,820.1,1327.4,1307.1,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,29.79230769230769,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.85,10.3,168.0,0.0613095238095238
21,L40_mrs14_rpt8_ttl8,22,8.0,0.3,0.0375,0.5010000000000001,1.9,0.0,1071.0,815.6,1330.7,1308.3,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,30.815384615384612,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.55,10.6,176.0,0.06022727272727272
22,L40_mrs14_rpt8_ttl8,23,8.0,0.6,0.075,0.5010000000000001,2.0,0.0,1206.0,892.9,1519.4,1469.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,31.246153846153845,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.975,11.2,184.0,0.0608695652173913
23,L40_mrs14_rpt8_ttl8,24,8.0,0.4,0.05,0.5010000000000001,1.8,0.0,1203.6,889.0,1521.8,1489.2,4759.0,7.0,False,16.785000000000004,0.4,1903.0,14.0,29.026923076923076,0.0,16.0,4.5,8.0,100.0,0.0,123.0,7.0,11.9625,11.6,192.0,0.06041666666666666
